-20.0    0.0     400.0     0.0
-16.0    0.0     256.0     0.0
-12.0    0.0     144.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    2.0     256.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-16.0    0.0     256.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-16.0    -2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    -2.0     256.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    2.0     256.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-12.0    -4.0     144.0     16.0
-20.0    0.0     400.0     0.0
-16.0    2.0     256.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-16.0    0.0     256.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    -2.0     256.0     4.0
-32.0    0.0     1024.0     0.0
-16.0    4.0     256.0     16.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-8.0    0.0     64.0     0.0
-8.0    -2.0     64.0     4.0
-12.0    2.0     144.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-20.0    0.0     400.0     0.0
-16.0    -2.0     256.0     4.0
-24.0    2.0     576.0     4.0
-16.0    2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    -2.0     256.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    0.0     256.0     0.0
-12.0    0.0     144.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-12.0    2.0     144.0     4.0
-16.0    0.0     256.0     0.0
-16.0    -2.0     256.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-12.0    -2.0     144.0     4.0
-16.0    0.0     256.0     0.0
-24.0    2.0     576.0     4.0
-16.0    -2.0     256.0     4.0
-8.0    2.0     64.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-16.0    2.0     256.0     4.0
-24.0    2.0     576.0     4.0
-16.0    -2.0     256.0     4.0
-16.0    -4.0     256.0     16.0
-8.0    0.0     64.0     0.0
-8.0    2.0     64.0     4.0
-16.0    2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-16.0    0.0     256.0     0.0
-16.0    -2.0     256.0     4.0
-16.0    0.0     256.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-16.0    -4.0     256.0     16.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-12.0    2.0     144.0     4.0
-8.0    4.0     64.0     16.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-12.0    0.0     144.0     0.0
-16.0    0.0     256.0     0.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-8.0    2.0     64.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    -2.0     256.0     4.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-12.0    -2.0     144.0     4.0
-12.0    -2.0     144.0     4.0
-16.0    0.0     256.0     0.0
-12.0    -2.0     144.0     4.0
-16.0    -2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    -2.0     256.0     4.0
-16.0    2.0     256.0     4.0
-16.0    -2.0     256.0     4.0
-12.0    -2.0     144.0     4.0
-12.0    0.0     144.0     0.0
-16.0    4.0     256.0     16.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    0.0     256.0     0.0
-8.0    0.0     64.0     0.0
-12.0    2.0     144.0     4.0
-12.0    -2.0     144.0     4.0
-12.0    -2.0     144.0     4.0
-8.0    -2.0     64.0     4.0
-16.0    0.0     256.0     0.0
-16.0    4.0     256.0     16.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    0.0     256.0     0.0
-16.0    0.0     256.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-8.0    2.0     64.0     4.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-16.0    2.0     256.0     4.0
-16.0    0.0     256.0     0.0
-12.0    2.0     144.0     4.0
-16.0    -4.0     256.0     16.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    -4.0     256.0     16.0
-12.0    -2.0     144.0     4.0
0.0    4.0     0.0     16.0
-8.0    0.0     64.0     0.0
-12.0    0.0     144.0     0.0
-4.0    -4.0     16.0     16.0
-8.0    4.0     64.0     16.0
-4.0    2.0     16.0     4.0
-8.0    -4.0     64.0     16.0
-16.0    0.0     256.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-16.0    2.0     256.0     4.0
-16.0    -2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-16.0    4.0     256.0     16.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-16.0    4.0     256.0     16.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    0.0     256.0     0.0
-12.0    -2.0     144.0     4.0
-16.0    0.0     256.0     0.0
-4.0    2.0     16.0     4.0
-8.0    2.0     64.0     4.0
-12.0    0.0     144.0     0.0
-12.0    2.0     144.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-16.0    2.0     256.0     4.0
-16.0    4.0     256.0     16.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-12.0    2.0     144.0     4.0
-12.0    2.0     144.0     4.0
-12.0    0.0     144.0     0.0
-8.0    -2.0     64.0     4.0
-16.0    0.0     256.0     0.0
-12.0    -2.0     144.0     4.0
-16.0    0.0     256.0     0.0
-16.0    2.0     256.0     4.0
-12.0    -4.0     144.0     16.0
-16.0    0.0     256.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    2.0     256.0     4.0
-12.0    2.0     144.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-12.0    -4.0     144.0     16.0
-20.0    0.0     400.0     0.0
-16.0    2.0     256.0     4.0
-16.0    2.0     256.0     4.0
-16.0    0.0     256.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-16.0    -4.0     256.0     16.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-20.0    0.0     400.0     0.0
-8.0    0.0     64.0     0.0
-12.0    -2.0     144.0     4.0
-16.0    0.0     256.0     0.0
-16.0    2.0     256.0     4.0
-24.0    -2.0     576.0     4.0
-12.0    -2.0     144.0     4.0
-12.0    -2.0     144.0     4.0
-12.0    0.0     144.0     0.0
-16.0    -2.0     256.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-12.0    -4.0     144.0     16.0
-20.0    0.0     400.0     0.0
-16.0    2.0     256.0     4.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    0.0     256.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-16.0    2.0     256.0     4.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-16.0    2.0     256.0     4.0
-8.0    -2.0     64.0     4.0
-16.0    0.0     256.0     0.0
-16.0    -2.0     256.0     4.0
-16.0    4.0     256.0     16.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-24.0    2.0     576.0     4.0
-12.0    2.0     144.0     4.0
-12.0    0.0     144.0     0.0
-12.0    0.0     144.0     0.0
-12.0    2.0     144.0     4.0
-12.0    2.0     144.0     4.0
-12.0    2.0     144.0     4.0
-24.0    -2.0     576.0     4.0
-16.0    -2.0     256.0     4.0
-24.0    2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-20.0    0.0     400.0     0.0
-24.0    -2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
-20.0    0.0     400.0     0.0
-24.0    2.0     576.0     4.0
-32.0    0.0     1024.0     0.0
-32.0    0.0     1024.0     0.0
-24.0    2.0     576.0     4.0
